client timestamp,button,state,x,y
0,NoButton,Move,1090,586
49,NoButton,Move,1089,585
67,NoButton,Move,1086,584
84,NoButton,Move,1078,576
111,NoButton,Move,1066,558
116,NoButton,Move,1061,552
133,NoButton,Move,1051,537
150,NoButton,Move,1040,525
166,NoButton,Move,1025,508
183,NoButton,Move,999,481
200,NoButton,Move,945,435
216,NoButton,Move,912,412
234,NoButton,Move,894,396
251,NoButton,Move,885,389
267,NoButton,Move,882,386
284,NoButton,Move,880,382
300,NoButton,Move,885,378
1126,NoButton,Move,883,378
1134,NoButton,Move,879,374
1151,NoButton,Move,872,366
1168,NoButton,Move,861,351
1184,NoButton,Move,850,333
1202,NoButton,Move,831,296
1221,NoButton,Move,820,252
1234,NoButton,Move,812,214
1252,NoButton,Move,807,193
1267,NoButton,Move,803,176
1286,NoButton,Move,800,157
1300,NoButton,Move,800,149
1316,NoButton,Move,800,143
1334,NoButton,Move,800,137
1350,NoButton,Move,799,132
1367,NoButton,Move,798,129
1421,NoButton,Move,798,129
1435,NoButton,Move,797,129
1452,NoButton,Move,793,129
1468,NoButton,Move,787,129
1484,NoButton,Move,782,129
1501,NoButton,Move,772,129
1517,NoButton,Move,756,133
1534,NoButton,Move,725,148
1551,NoButton,Move,698,159
1566,NoButton,Move,675,168
1583,NoButton,Move,660,172
1600,NoButton,Move,649,175
1616,NoButton,Move,641,175
1635,NoButton,Move,626,178
1650,NoButton,Move,605,182
1668,NoButton,Move,579,191
1685,NoButton,Move,553,198
1702,NoButton,Move,523,211
1718,NoButton,Move,505,220
1734,NoButton,Move,495,225
1751,NoButton,Move,489,226
1768,NoButton,Move,484,227
1783,NoButton,Move,475,232
1801,NoButton,Move,468,236
1817,NoButton,Move,462,242
1834,NoButton,Move,452,249
1853,NoButton,Move,442,255
1867,NoButton,Move,436,258
1885,NoButton,Move,434,259
1902,NoButton,Move,431,261
1918,NoButton,Move,428,263
1950,NoButton,Move,428,266
1967,NoButton,Move,427,267
2000,NoButton,Move,423,269
2017,NoButton,Move,420,270
2034,NoButton,Move,418,271
2051,NoButton,Move,416,272
2068,NoButton,Move,415,273
2084,NoButton,Move,414,274
2102,NoButton,Move,413,275
2118,NoButton,Move,403,279
2133,NoButton,Move,396,281
2151,NoButton,Move,391,283
2168,NoButton,Move,381,285
2183,NoButton,Move,372,285
2200,NoButton,Move,368,287
2219,NoButton,Move,364,288
2277,NoButton,Move,363,288
2292,NoButton,Move,363,289
2445,NoButton,Move,364,289
2470,NoButton,Move,365,289
3254,NoButton,Move,363,289
3357,NoButton,Move,363,290
3487,NoButton,Move,362,290
3500,NoButton,Move,362,291
4061,NoButton,Move,363,291
4076,NoButton,Move,364,291
4086,NoButton,Move,364,290
4101,NoButton,Move,365,290
4181,NoButton,Move,366,290
4205,NoButton,Move,367,290
4221,NoButton,Move,368,290
4233,NoButton,Move,369,289
4250,NoButton,Move,369,288
4268,NoButton,Move,369,288
4356,NoButton,Move,370,289
4366,NoButton,Move,370,292
4384,NoButton,Move,370,298
4400,NoButton,Move,373,304
4417,NoButton,Move,374,311
4434,NoButton,Move,374,313
4451,NoButton,Move,374,314
4471,NoButton,Move,374,314
4501,NoButton,Move,376,316
4533,NoButton,Move,377,316
4550,NoButton,Move,378,316
4584,NoButton,Move,379,316
4600,NoButton,Move,380,316
4669,NoButton,Move,380,314
4683,NoButton,Move,378,311
4701,NoButton,Move,378,305
4717,NoButton,Move,375,300
4734,NoButton,Move,375,295
4749,NoButton,Move,373,293
4784,NoButton,Move,372,292
4799,NoButton,Move,370,292
4818,NoButton,Move,369,292
4834,NoButton,Move,368,291
5039,LeftButton,Pressed,368,291
5141,LeftButton,Released,368,291
5268,NoButton,Move,374,295
5283,NoButton,Move,391,308
5300,NoButton,Move,434,332
5317,NoButton,Move,594,405
5332,NoButton,Move,716,448
5349,NoButton,Move,794,464
5367,NoButton,Move,875,483
5383,NoButton,Move,908,490
5400,NoButton,Move,925,491
5416,NoButton,Move,944,491
5433,NoButton,Move,963,491
5452,NoButton,Move,981,491
5467,NoButton,Move,996,491
5483,NoButton,Move,1009,491
5502,NoButton,Move,1016,491
5517,NoButton,Move,1017,491
5534,NoButton,Move,1021,491
5549,NoButton,Move,1022,491
5566,NoButton,Move,1029,489
5583,NoButton,Move,1034,489
5599,NoButton,Move,1037,488
5617,NoButton,Move,1039,486
5634,NoButton,Move,1040,485
5650,NoButton,Move,1040,484
5667,NoButton,Move,1041,483
5683,NoButton,Move,1045,483
5699,NoButton,Move,1045,482
5741,NoButton,Move,1046,481
5757,NoButton,Move,1048,480
5767,NoButton,Move,1051,480
5783,NoButton,Move,1057,480
5800,NoButton,Move,1081,480
5817,NoButton,Move,1084,480
5834,NoButton,Move,1085,480
5850,NoButton,Move,1086,480
5867,NoButton,Move,1088,480
6014,LeftButton,Pressed,1088,480
6125,LeftButton,Released,1088,480
