client timestamp,button,state,x,y
2425,NoButton,Move,981,695
2443,NoButton,Move,994,691
2456,NoButton,Move,1020,676
2473,NoButton,Move,1056,654
2490,NoButton,Move,1095,627
2506,NoButton,Move,1148,587
2523,NoButton,Move,1201,547
2539,NoButton,Move,1258,500
2556,NoButton,Move,1314,448
2573,NoButton,Move,1360,402
2591,NoButton,Move,1402,359
2606,NoButton,Move,1431,333
2623,NoButton,Move,1452,318
2639,NoButton,Move,1459,316
2656,NoButton,Move,1459,321
2673,NoButton,Move,1456,323
2831,NoButton,Move,1455,324
2846,NoButton,Move,1454,324
2856,NoButton,Move,1454,325
2873,NoButton,Move,1458,321
2889,NoButton,Move,1466,307
2906,NoButton,Move,1477,290
2922,NoButton,Move,1485,275
2939,NoButton,Move,1492,256
2955,NoButton,Move,1496,239
2972,NoButton,Move,1499,223
2990,NoButton,Move,1501,208
3006,NoButton,Move,1506,193
3022,NoButton,Move,1510,181
3039,NoButton,Move,1514,170
3056,NoButton,Move,1516,163
3074,NoButton,Move,1518,158
3089,NoButton,Move,1519,156
3106,NoButton,Move,1520,155
3138,NoButton,Move,1521,155
3148,NoButton,Move,1522,155
3157,NoButton,Move,1523,155
3172,NoButton,Move,1525,155
3189,NoButton,Move,1527,155
3206,NoButton,Move,1530,156
3222,NoButton,Move,1532,156
3239,NoButton,Move,1533,156
3256,NoButton,Move,1534,156
3272,NoButton,Move,1535,157
3289,NoButton,Move,1536,157
3305,NoButton,Move,1537,157
3408,Left,Pressed,1537,157
3472,Left,Released,1537,157
3542,Left,Pressed,1537,157
3631,Left,Released,1537,157
3767,NoButton,Move,1537,158
3776,NoButton,Move,1537,159
3789,NoButton,Move,1537,161
3805,NoButton,Move,1535,165
3822,NoButton,Move,1530,171
3839,NoButton,Move,1514,184
3856,NoButton,Move,1489,199
3872,NoButton,Move,1442,222
3889,NoButton,Move,1382,246
3906,NoButton,Move,1296,275
3922,NoButton,Move,1207,304
3939,NoButton,Move,1126,326
