client timestamp,button,state,x,y
35786,NoButton,Move,687,485
35869,NoButton,Move,683,486
35884,NoButton,Move,680,488
35901,NoButton,Move,679,489
35918,NoButton,Move,684,487
35934,NoButton,Move,688,477
35951,NoButton,Move,689,469
35967,NoButton,Move,690,462
35985,NoButton,Move,693,456
36001,NoButton,Move,701,449
36018,NoButton,Move,713,444
36034,NoButton,Move,740,435
36051,NoButton,Move,783,423
36068,NoButton,Move,830,412
36085,NoButton,Move,882,400
36101,NoButton,Move,970,381
36117,NoButton,Move,1032,367
36134,NoButton,Move,1095,349
36151,NoButton,Move,1143,332
36168,NoButton,Move,1172,318
36185,NoButton,Move,1184,304
36202,NoButton,Move,1184,291
36218,NoButton,Move,1177,285
36235,NoButton,Move,1172,282
36251,NoButton,Move,1171,281
36284,NoButton,Move,1174,279
36301,NoButton,Move,1177,277
36318,NoButton,Move,1177,275
36400,NoButton,Move,1177,274
36417,NoButton,Move,1177,273
36435,NoButton,Move,1177,272
36536,Right,Pressed,1177,272
36600,Right,Released,1177,272
36651,NoButton,Move,1174,272
36668,NoButton,Move,1167,274
36685,NoButton,Move,1157,277
36701,NoButton,Move,1127,284
36719,NoButton,Move,1095,289
36734,NoButton,Move,1057,294
36751,NoButton,Move,1013,300
36767,NoButton,Move,963,306
36785,NoButton,Move,913,312
36801,NoButton,Move,863,317
36818,NoButton,Move,826,319
36834,NoButton,Move,814,321
36851,NoButton,Move,820,322
36867,NoButton,Move,835,326
36884,NoButton,Move,866,339
36901,NoButton,Move,909,366
36917,NoButton,Move,925,383
36935,NoButton,Move,931,398
36951,NoButton,Move,931,409
36968,NoButton,Move,928,415
36985,NoButton,Move,926,419
37001,NoButton,Move,925,422
37017,NoButton,Move,924,424
37071,NoButton,Move,924,425
37085,NoButton,Move,924,428
37101,NoButton,Move,929,437
37118,NoButton,Move,931,443
37134,NoButton,Move,932,445
37168,NoButton,Move,932,446
37256,NoButton,Move,932,445
37459,Left,Pressed,932,445
37484,Left,Drag,932,444
37518,Left,Released,932,444
37552,NoButton,Move,932,445
37568,NoButton,Move,931,445
37585,NoButton,Move,924,446
37601,NoButton,Move,916,446
37618,NoButton,Move,908,444
37635,NoButton,Move,903,442
37651,NoButton,Move,899,439
37668,NoButton,Move,893,433
