client timestamp,button,state,x,y
0,NoButton,Move,1278,603
17,NoButton,Move,1262,606
33,NoButton,Move,1247,609
49,NoButton,Move,1217,610
66,NoButton,Move,1193,610
85,NoButton,Move,1160,604
100,NoButton,Move,1117,595
116,NoButton,Move,1093,590
133,NoButton,Move,1066,581
150,NoButton,Move,1048,573
166,NoButton,Move,1026,562
184,NoButton,Move,1012,555
201,NoButton,Move,1001,549
217,NoButton,Move,986,539
234,NoButton,Move,977,530
250,NoButton,Move,967,522
266,NoButton,Move,955,511
284,NoButton,Move,947,504
300,NoButton,Move,941,499
318,NoButton,Move,936,494
334,NoButton,Move,929,485
351,NoButton,Move,926,481
367,NoButton,Move,923,478
384,NoButton,Move,920,473
400,NoButton,Move,918,470
418,NoButton,Move,917,467
433,NoButton,Move,917,465
450,NoButton,Move,915,459
468,NoButton,Move,915,452
484,NoButton,Move,915,445
501,NoButton,Move,915,435
518,NoButton,Move,915,429
535,NoButton,Move,915,426
551,NoButton,Move,915,422
567,NoButton,Move,915,419
584,NoButton,Move,916,416
601,NoButton,Move,916,414
617,NoButton,Move,916,412
634,NoButton,Move,917,412
668,NoButton,Move,917,411
701,NoButton,Move,918,410
734,NoButton,Move,919,410
957,LeftButton,Pressed,919,410
1137,LeftButton,Released,919,410
2928,NoButton,Move,922,415
2934,NoButton,Move,929,429
2943,NoButton,Move,934,439
2950,NoButton,Move,941,460
2966,NoButton,Move,957,489
2985,NoButton,Move,982,527
3000,NoButton,Move,1005,570
3016,NoButton,Move,1044,630
3033,NoButton,Move,1065,660
3049,NoButton,Move,1080,681
3066,NoButton,Move,1091,699
3083,NoButton,Move,1095,703
3100,NoButton,Move,1097,705
3115,NoButton,Move,1098,708
3392,NoButton,Move,1104,716
3398,NoButton,Move,1108,720
3416,NoButton,Move,1119,730
3433,NoButton,Move,1129,738
3450,NoButton,Move,1139,747
3465,NoButton,Move,1143,751
3482,NoButton,Move,1147,753
3499,NoButton,Move,1149,755
3515,NoButton,Move,1150,757
3532,NoButton,Move,1152,758
3550,NoButton,Move,1153,760
3566,NoButton,Move,1157,763
3584,NoButton,Move,1161,767
3599,NoButton,Move,1164,770
3617,NoButton,Move,1168,773
3633,NoButton,Move,1176,777
3650,NoButton,Move,1180,780
3666,NoButton,Move,1186,783
3683,NoButton,Move,1195,789
3699,NoButton,Move,1199,792
3716,NoButton,Move,1202,794
3732,NoButton,Move,1204,796
3749,NoButton,Move,1206,798
3766,NoButton,Move,1206,799
3782,NoButton,Move,1207,800
3804,NoButton,Move,1202,799
3811,NoButton,Move,1195,796
3820,NoButton,Move,1186,790
3826,NoButton,Move,1176,785
3836,NoButton,Move,1164,778
3841,NoButton,Move,1153,772
3847,NoButton,Move,1143,768
3855,NoButton,Move,1134,762
3862,NoButton,Move,1121,756
3870,NoButton,Move,1112,750
3879,NoButton,Move,1102,744
3884,NoButton,Move,1095,739
3891,NoButton,Move,1085,733
3898,NoButton,Move,1077,728
3906,NoButton,Move,1070,725
3913,NoButton,Move,1062,720
3920,NoButton,Move,1058,718
3927,NoButton,Move,1055,716
3936,NoButton,Move,1053,714
3942,NoButton,Move,1050,713
3949,NoButton,Move,1049,712
3956,NoButton,Move,1048,712
3963,NoButton,Move,1048,712
3971,NoButton,Move,1047,712
3979,NoButton,Move,1046,711
3986,NoButton,Move,1045,711
3992,NoButton,Move,1044,711
4001,NoButton,Move,1043,711
4007,NoButton,Move,1043,710
4036,NoButton,Move,1043,709
4267,LeftButton,Pressed,1043,709
4455,LeftButton,Released,1043,709
9947,NoButton,Move,1048,706
9962,NoButton,Move,1056,701
9978,NoButton,Move,1068,696
9995,NoButton,Move,1095,690
10011,NoButton,Move,1109,687
10027,NoButton,Move,1130,685
10043,NoButton,Move,1149,686
10060,NoButton,Move,1186,694
10078,NoButton,Move,1205,700
10094,NoButton,Move,1229,711
10111,NoButton,Move,1256,725
10128,NoButton,Move,1274,737
10144,NoButton,Move,1287,746
10161,NoButton,Move,1304,760
10178,NoButton,Move,1316,772
10194,NoButton,Move,1326,781
10210,NoButton,Move,1333,791
10228,NoButton,Move,1339,799
10244,NoButton,Move,1342,801
10261,NoButton,Move,1343,803
10277,NoButton,Move,1343,805
10295,NoButton,Move,1343,806
10326,NoButton,Move,1343,806
10343,NoButton,Move,1343,807
10359,NoButton,Move,1343,808
10393,NoButton,Move,1343,808
10444,NoButton,Move,1342,808
10461,NoButton,Move,1341,808
10477,NoButton,Move,1339,808
10495,NoButton,Move,1337,808
10511,NoButton,Move,1335,808
10527,NoButton,Move,1335,808
10544,NoButton,Move,1334,807
10561,NoButton,Move,1333,807
10577,NoButton,Move,1333,806
10595,NoButton,Move,1332,806
10611,NoButton,Move,1332,805
10627,NoButton,Move,1331,805
10644,NoButton,Move,1331,804
10661,NoButton,Move,1330,804
10677,NoButton,Move,1330,803
10711,NoButton,Move,1330,803
10761,NoButton,Move,1330,803
10778,NoButton,Move,1330,802
10922,NoButton,Move,1329,802
10977,NoButton,Move,1329,801
10993,NoButton,Move,1326,800
11010,NoButton,Move,1320,799
11027,NoButton,Move,1315,799
11044,NoButton,Move,1311,801
11060,NoButton,Move,1305,805
11078,NoButton,Move,1300,810
11094,NoButton,Move,1293,816
11110,NoButton,Move,1284,827
11127,NoButton,Move,1278,834
11145,NoButton,Move,1273,840
11160,NoButton,Move,1269,846
11177,NoButton,Move,1264,853
11196,NoButton,Move,1256,859
11211,NoButton,Move,1242,862
11227,NoButton,Move,1211,857
11244,NoButton,Move,1182,845
11261,NoButton,Move,1160,833
11277,NoButton,Move,1141,821
11293,NoButton,Move,1124,809
11310,NoButton,Move,1116,800
11327,NoButton,Move,1111,796
11343,NoButton,Move,1107,792
11360,NoButton,Move,1106,791
11376,NoButton,Move,1106,788
11394,NoButton,Move,1107,783
11410,NoButton,Move,1110,779
11427,NoButton,Move,1117,774
11443,NoButton,Move,1125,770
11460,NoButton,Move,1138,769
11477,NoButton,Move,1144,769
11493,NoButton,Move,1147,770
11510,NoButton,Move,1150,770
11546,NoButton,Move,1150,770
11561,NoButton,Move,1148,767
11578,NoButton,Move,1146,764
11594,NoButton,Move,1144,763
11611,NoButton,Move,1141,761
11627,NoButton,Move,1140,760
11645,NoButton,Move,1139,760
11661,NoButton,Move,1138,760
11677,NoButton,Move,1137,759
11697,NoButton,Move,1137,758
11710,NoButton,Move,1136,758
11726,NoButton,Move,1135,757
11744,NoButton,Move,1134,757
11761,NoButton,Move,1134,756
11778,NoButton,Move,1133,755
11794,NoButton,Move,1132,753
11811,NoButton,Move,1131,751
11828,NoButton,Move,1131,749
11849,NoButton,Move,1130,745
11866,NoButton,Move,1129,743
11877,NoButton,Move,1129,740
11894,NoButton,Move,1128,738
