client timestamp,button,state,x,y
4146,NoButton,Move,639,517
4158,NoButton,Move,637,515
4175,NoButton,Move,626,507
4191,NoButton,Move,605,495
4208,NoButton,Move,585,485
4225,NoButton,Move,574,477
4241,NoButton,Move,564,469
4258,NoButton,Move,558,464
4275,NoButton,Move,556,464
4300,NoButton,Move,555,464
4307,NoButton,Move,555,465
4324,NoButton,Move,557,475
4340,NoButton,Move,557,479
4394,NoButton,Move,558,479
4408,NoButton,Move,559,480
4425,NoButton,Move,571,479
4441,NoButton,Move,576,477
4458,NoButton,Move,577,473
4475,NoButton,Move,573,467
4491,NoButton,Move,562,458
4508,NoButton,Move,537,448
4524,NoButton,Move,502,436
4541,NoButton,Move,458,426
4558,NoButton,Move,421,412
4575,NoButton,Move,392,401
4591,NoButton,Move,373,392
4608,NoButton,Move,351,385
4625,NoButton,Move,321,376
4641,NoButton,Move,298,367
4658,NoButton,Move,273,357
4674,NoButton,Move,257,351
4691,NoButton,Move,250,347
4708,NoButton,Move,247,345
4724,NoButton,Move,243,343
4741,NoButton,Move,243,342
4930,NoButton,Move,242,342
4941,NoButton,Move,242,340
4958,NoButton,Move,242,339
4991,NoButton,Move,242,338
5144,Left,Pressed,242,338
5208,Left,Released,242,338
5322,NoButton,Move,243,338
5325,NoButton,Move,244,338
5341,NoButton,Move,246,338
5358,NoButton,Move,249,337
5375,NoButton,Move,250,337
5391,NoButton,Move,251,337
5408,NoButton,Move,252,337
5424,NoButton,Move,261,337
5441,NoButton,Move,298,337
5458,NoButton,Move,352,335
5474,NoButton,Move,416,325
5491,NoButton,Move,491,308
5508,NoButton,Move,566,289
5526,NoButton,Move,654,268
5541,NoButton,Move,706,255
5559,NoButton,Move,742,244
5575,NoButton,Move,760,240
5590,NoButton,Move,763,239
5640,NoButton,Move,763,238
5657,NoButton,Move,765,237
5674,NoButton,Move,766,237
5766,NoButton,Move,764,237
5774,NoButton,Move,759,237
5791,NoButton,Move,745,237
5808,NoButton,Move,728,238
5825,NoButton,Move,720,240
5841,NoButton,Move,719,240
5923,Left,Pressed,719,240
5989,Left,Released,719,240
6086,NoButton,Move,719,241
6098,NoButton,Move,719,242
6114,NoButton,Move,719,243
6125,NoButton,Move,719,244
6141,NoButton,Move,719,247
6158,NoButton,Move,719,251
6174,NoButton,Move,720,259
6191,NoButton,Move,719,265
6208,NoButton,Move,716,276
6224,NoButton,Move,716,301
6241,NoButton,Move,728,340
6258,NoButton,Move,753,384
6274,NoButton,Move,768,401
6291,NoButton,Move,790,418
6310,NoButton,Move,798,424
6326,NoButton,Move,800,426
6340,NoButton,Move,800,429
6357,NoButton,Move,797,437
6374,NoButton,Move,793,443
6390,NoButton,Move,790,446
6407,NoButton,Move,789,448
6424,NoButton,Move,788,449
6440,NoButton,Move,786,450
6457,NoButton,Move,785,451
6474,NoButton,Move,782,454
6490,NoButton,Move,779,456
6507,NoButton,Move,777,457
6524,NoButton,Move,776,459
6593,Left,Pressed,776,459
6681,Left,Released,776,459
6758,Left,Pressed,776,459
6836,Left,Released,776,459
6929,NoButton,Move,775,459
6949,NoButton,Move,774,459
6957,NoButton,Move,773,458
6974,NoButton,Move,769,457
6991,NoButton,Move,764,454
7008,NoButton,Move,756,452
7024,NoButton,Move,751,452
7041,NoButton,Move,748,452
7057,NoButton,Move,744,451
7074,NoButton,Move,737,448
7090,NoButton,Move,722,442
7107,NoButton,Move,693,432
7124,NoButton,Move,653,419
7141,NoButton,Move,596,400
7157,NoButton,Move,496,368
7174,NoButton,Move,425,341
7191,NoButton,Move,358,315
7207,NoButton,Move,306,296
7224,NoButton,Move,268,280
7241,NoButton,Move,241,267
7257,NoButton,Move,223,256
7274,NoButton,Move,215,249
7291,NoButton,Move,209,243
7307,NoButton,Move,200,235
7324,NoButton,Move,188,225
7341,NoButton,Move,174,217
7357,NoButton,Move,166,211
7374,NoButton,Move,163,206
7391,NoButton,Move,160,200
7407,NoButton,Move,153,192
7424,NoButton,Move,145,185
7441,NoButton,Move,136,178
7457,NoButton,Move,128,173
7474,NoButton,Move,125,170
7491,NoButton,Move,124,169
7507,NoButton,Move,122,167
7524,NoButton,Move,121,166
7541,NoButton,Move,120,166
7629,NoButton,Move,119,166
7641,NoButton,Move,118,166
7642,Left,Pressed,118,166
7705,Left,Drag,117,166
7741,Left,Released,117,166
7774,NoButton,Move,116,166
7837,NoButton,Move,116,167
7841,NoButton,Move,116,168
7857,NoButton,Move,120,169
7874,NoButton,Move,130,172
7891,NoButton,Move,146,176
7907,NoButton,Move,167,181
7924,NoButton,Move,197,189
7941,NoButton,Move,234,199
7957,NoButton,Move,282,215
7974,NoButton,Move,346,233
7991,NoButton,Move,394,246
8007,NoButton,Move,443,261
8024,NoButton,Move,487,278
8041,NoButton,Move,523,297
8057,NoButton,Move,551,314
8074,NoButton,Move,571,333
8090,NoButton,Move,587,351
8107,NoButton,Move,593,361
8124,NoButton,Move,595,366
8141,NoButton,Move,595,369
8157,NoButton,Move,594,374
8174,NoButton,Move,593,379
8191,NoButton,Move,593,388
8207,NoButton,Move,593,393
8224,NoButton,Move,593,396
8241,NoButton,Move,594,398
8257,NoButton,Move,594,400
8274,NoButton,Move,594,402
8290,NoButton,Move,594,405
8307,NoButton,Move,594,407
8324,NoButton,Move,594,409
8341,NoButton,Move,594,412
8357,NoButton,Move,594,415
8374,NoButton,Move,594,417
8390,NoButton,Move,594,419
8403,NoButton,Move,594,420
8403,Left,Pressed,594,420
8426,Left,Drag,594,421
8442,Left,Drag,595,422
8458,Left,Drag,598,425
8475,Left,Drag,602,427
8492,Left,Drag,608,430
8508,Left,Drag,618,432
8532,Left,Drag,646,434
8542,Left,Drag,659,435
8558,Left,Drag,700,439
8576,Left,Drag,742,442
8592,Left,Drag,785,445
8609,Left,Drag,825,448
8626,Left,Drag,865,451
8644,Left,Drag,902,456
8660,Left,Drag,940,462
8676,Left,Drag,965,466
8692,Left,Drag,986,471
8708,Left,Drag,1002,474
8725,Left,Drag,1014,478
8741,Left,Drag,1024,481
8758,Left,Drag,1033,483
8774,Left,Drag,1040,486
8791,Left,Drag,1045,489
8808,Left,Drag,1049,492
8824,Left,Drag,1053,496
8841,Left,Drag,1055,501
8858,Left,Drag,1057,504
8875,Left,Drag,1060,509
8891,Left,Drag,1063,514
8908,Left,Drag,1067,519
8925,Left,Drag,1071,521
8942,Left,Drag,1072,523
8958,Left,Drag,1073,523
8991,Left,Drag,1074,523
9015,Left,Released,1074,523
9041,NoButton,Move,1074,523
9091,NoButton,Move,1070,520
9108,NoButton,Move,1065,515
9124,NoButton,Move,1059,512
9146,NoButton,Move,1054,509
9160,NoButton,Move,1048,505
9174,NoButton,Move,1041,498
9208,NoButton,Move,1013,483
9224,NoButton,Move,1008,480
9241,NoButton,Move,1001,477
9258,NoButton,Move,991,473
9274,NoButton,Move,976,469
9291,NoButton,Move,952,465
9308,NoButton,Move,943,465
9324,NoButton,Move,935,470
9341,NoButton,Move,924,475
9357,NoButton,Move,909,481
9376,NoButton,Move,887,486
9390,NoButton,Move,872,488
9407,NoButton,Move,865,489
9424,NoButton,Move,862,491
9440,NoButton,Move,860,491
9457,NoButton,Move,859,491
9564,Right,Pressed,859,491
9634,Right,Released,859,491
9640,NoButton,Move,858,491
9657,NoButton,Move,858,490
9674,NoButton,Move,858,489
9691,NoButton,Move,856,487
9710,NoButton,Move,856,486
9776,NoButton,Move,855,486
9792,NoButton,Move,855,485
9843,NoButton,Move,854,485
9858,NoButton,Move,852,485
9914,NoButton,Move,778,471
9924,NoButton,Move,713,460
9941,NoButton,Move,615,441
