-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,1.0,3.0,7.0,5.0,5.0,8.0,0.0,-3.0,-15.0,-45.0,-70.0,-54.0,-95.0,-106.0,-97.0,-52.0,-61.0,-26.0,-7.0,0.0,7.0,13.0,10.0,14.0,16.0,12.0,0.0,-2.0,-6.0,-20.0,-22.0,-38.0,-13.0,-13.0,-8.0,-12.0,-9.0,-6.0,-24.0,-10.0,-14.0,-9.0,-7.0,0.0,0.0,1.0,2.0,2.0,5.0,7.0,9.0,5.0,1.0,-1.0,-3.0,-2.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,2.0,2.0,2.0,10.0,5.0,7.0,10.0,7.0,9.0,6.0,8.0,5.0,9.0,7.0,15.0,7.0,11.0,18.0,11.0,13.0,12.0,9.0,9.0,9.0,3.0,8.0,5.0,2.0,4.0,4.0,6.0,5.0,12.0,5.0,7.0,9.0,11.0,14.0,7.0,12.0,14.0,10.0,8.0,13.0,6.0,7.0,3.0,1.0,1.0,0.0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-2.0,-5.0,-4.0,-7.0,-14.0,-15.0,-26.0,-26.0,-61.0,-67.0,-45.0,-68.0,-71.0,-61.0,-35.0,-44.0,-28.0,-17.0,-8.0,-16.0,-14.0,-10.0,-15.0,-12.0,-10.0,-1.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-1.0,-2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,6.0,5.0,7.0,2.0,1.0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-3.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,-1.0,-2.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,64
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,-9.0,-9.0,-6.0,-8.0,-2.0,-2.0,-1.0,1.0,1.0,2.0,0.0,2.0,3.0,4.0,5.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0,6.0,9.0,6.0,5.0,5.0,1.0,0.0,0.0,-2.0,-5.0,-5.0,-9.0,-3.0,-4.0,-1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,3.0,5.0,3.0,4.0,4.0,6.0,5.0,10.0,11.0,11.0,6.0,11.0,8.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-2.0,-1.0,-3.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,10.0,14.0,9.0,21.0,30.0,21.0,49.0,27.0,34.0,31.0,37.0,24.0,33.0,22.0,9.0,4.0,-4.0,-8.0,-9.0,-3.0,-5.0,-3.0,-5.0,-9.0,-7.0,-48.0,-47.0,-85.0,-65.0,-114.0,-43.0,-46.0,-36.0,-23.0,-50.0,-43.0,-53.0,-50.0,-49.0,-29.0,-32.0,-18.0,-9.0,-12.0,-4.0,-3.0,0.0,4.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,5.0,7.0,11.0,21.0,19.0,55.0,30.0,33.0,16.0,18.0,13.0,8.0,17.0,8.0,20.0,14.0,31.0,20.0,24.0,16.0,14.0,15.0,13.0,12.0,10.0,35.0,22.0,30.0,30.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,6.0,4.0,10.0,5.0,8.0,3.0,6.0,6.0,2.0,11.0,7.0,7.0,6.0,10.0,8.0,12.0,9.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,-10.0,-11.0,-24.0,-21.0,-41.0,-16.0,-6.0,2.0,4.0,11.0,6.0,10.0,9.0,4.0,1.0,-1.0,-4.0,-2.0,-2.0,0.0,-2.0,-2.0,-5.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-1.0,-5.0,-9.0,-17.0,-16.0,-46.0,-19.0,-23.0,-9.0,-11.0,-7.0,-4.0,-5.0,-2.0,-4.0,-2.0,-1.0,0.0,3.0,7.0,8.0,12.0,12.0,12.0,7.0,13.0,2.0,0.0,-4.0,64
0.0,0.0,-1.0,0.0,1.0,1.0,2.0,2.0,7.0,9.0,10.0,4.0,3.0,0.0,0.0,-2.0,-3.0,-1.0,3.0,8.0,13.0,13.0,40.0,30.0,16.0,29.0,32.0,57.0,54.0,131.0,73.0,111.0,62.0,80.0,54.0,25.0,34.0,9.0,12.0,12.0,12.0,12.0,17.0,19.0,11.0,22.0,16.0,23.0,16.0,14.0,2.0,0.0,1.0,0.0,3.0,10.0,11.0,15.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,0.0,-2.0,-4.0,-1.0,-2.0,0.0,-1.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-2.0,-2.0,-12.0,-8.0,-31.0,-29.0,-68.0,-66.0,-37.0,-29.0,-9.0,-1.0,0.0,-1.0,-5.0,-14.0,-7.0,-24.0,-31.0,-26.0,-1.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,-4.0,-5.0,-10.0,-5.0,-12.0,-7.0,-15.0,-8.0,-5.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,6.0,19.0,10.0,7.0,0.0,0.0,-2.0,-3.0,-1.0,0.0,0.0,2.0,3.0,4.0,8.0,6.0,1.0,-3.0,-8.0,-10.0,-6.0,-6.0,-1.0,-1.0,0.0,-1.0,-3.0,-9.0,-9.0,-16.0,-9.0,-6.0,-1.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,0.0,0.0,-3.0,-5.0,-11.0,-7.0,-19.0,-12.0,-14.0,-2.0,-6.0,-2.0,-4.0,-5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-2.0,-2.0,-8.0,-2.0,-6.0,-6.0,-6.0,-6.0,-11.0,-2.0,-1.0,-2.0,-1.0,-14.0,-7.0,-26.0,-20.0,-35.0,-31.0,-14.0,-3.0,0.0,-1.0,-1.0,-1.0,-4.0,-2.0,0.0,0.0,0.0,3.0,64
1.0,0.0,1.0,1.0,1.0,2.0,5.0,6.0,4.0,9.0,11.0,6.0,18.0,10.0,16.0,12.0,14.0,15.0,14.0,6.0,8.0,4.0,2.0,4.0,4.0,6.0,4.0,5.0,2.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,5.0,12.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,4.0,8.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,2.0,2.0,7.0,6.0,8.0,7.0,13.0,13.0,7.0,20.0,8.0,13.0,8.0,9.0,8.0,10.0,5.0,6.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-2.0,-1.0,-1.0,-4.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,64
0.0,-1.0,-1.0,-3.0,-2.0,-2.0,-2.0,-2.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-2.0,-1.0,0.0,-2.0,1.0,1.0,7.0,14.0,35.0,68.0,85.0,78.0,39.0,52.0,16.0,14.0,7.0,2.0,1.0,1.0,2.0,4.0,7.0,13.0,18.0,20.0,52.0,23.0,27.0,10.0,14.0,0.0,0.0,-4.0,-5.0,-6.0,-5.0,-4.0,-2.0,-4.0,-8.0,-9.0,-6.0,-14.0,-13.0,-8.0,-7.0,-1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,-1.0,-1.0,-2.0,-2.0,-4.0,0.0,-1.0,-2.0,1.0,1.0,3.0,5.0,15.0,27.0,35.0,28.0,14.0,21.0,6.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,-1.0,-4.0,-5.0,-4.0,-2.0,-4.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,3.0,0.0,2.0,0.0,-2.0,-2.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
0.0,0.0,0.0,0.0,-15.0,-49.0,-40.0,-44.0,-93.0,-42.0,-41.0,-75.0,-29.0,-19.0,-28.0,-18.0,-13.0,-10.0,-4.0,-2.0,-4.0,-3.0,-2.0,-5.0,-2.0,-3.0,-4.0,-4.0,-2.0,-2.0,-1.0,0.0,-2.0,-4.0,-1.0,-7.0,-12.0,-10.0,-6.0,-10.0,-4.0,-5.0,-7.0,-4.0,-1.0,-1.0,1.0,2.0,3.0,3.0,4.0,4.0,10.0,9.0,4.0,4.0,9.0,4.0,5.0,14.0,10.0,21.0,11.0,11.0,22.0,11.0,11.0,20.0,5.0,4.0,5.0,0.0,1.0,0.0,-2.0,-3.0,-5.0,-5.0,-4.0,-1.0,-3.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.0,-8.0,-11.0,-13.0,-46.0,-65.0,-34.0,-31.0,-65.0,-21.0,-24.0,-27.0,-12.0,-7.0,-8.0,-5.0,-3.0,-4.0,-1.0,-3.0,-4.0,-2.0,-4.0,-6.0,-2.0,-4.0,-6.0,-6.0,-4.0,0.0,-5.0,-5.0,-8.0,-11.0,-14.0,-17.0,-25.0,-13.0,-9.0,-12.0,-3.0,-4.0,-5.0,-4.0,-1.0,0.0,1.0,3.0,5.0,2.0,4.0,2.0,4.0,5.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,3.0,4.0,9.0,5.0,5.0,6.0,4.0,2.0,4.0,1.0,1.0,2.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
15.0,21.0,20.0,50.0,25.0,25.0,44.0,23.0,26.0,13.0,9.0,16.0,5.0,4.0,6.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,6.0,5.0,6.0,21.0,23.0,10.0,8.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,7.0,11.0,6.0,9.0,27.0,14.0,23.0,7.0,6.0,9.0,3.0,3.0,4.0,5.0,0.0,3.0,5.0,3.0,5.0,8.0,5.0,2.0,10.0,4.0,3.0,9.0,6.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,4.0,3.0,3.0,1.0,5.0,3.0,2.0,4.0,1.0,4.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
-48.0,-41.0,-43.0,-58.0,-11.0,-10.0,3.0,15.0,16.0,15.0,14.0,11.0,3.0,0.0,0.0,-1.0,-3.0,-31.0,-78.0,-104.0,-141.0,-103.0,-89.0,-57.0,-12.0,1.0,31.0,66.0,93.0,144.0,93.0,19.0,11.0,-1.0,-15.0,-55.0,-98.0,-128.0,-130.0,-52.0,0.0,0.0,0.0,1.0,6.0,5.0,1.0,-1.0,-2.0,-4.0,-6.0,0.0,0.0,1.0,8.0,13.0,13.0,9.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,4.0,10.0,13.0,16.0,12.0,7.0,-1.0,-4.0,-6.0,-7.0,-7.0,-8.0,-11.0,-4.0,-1.0,0.0,1.0,1.0,3.0,5.0,3.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.0,-16.0,-17.0,-19.0,-5.0,-3.0,0.0,7.0,11.0,11.0,13.0,11.0,5.0,3.0,0.0,0.0,0.0,-3.0,-12.0,-17.0,-23.0,-19.0,-20.0,-17.0,-6.0,-7.0,-11.0,-22.0,-28.0,-34.0,-9.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,6.0,4.0,2.0,1.0,3.0,5.0,7.0,1.0,0.0,-1.0,-3.0,-5.0,-3.0,-1.0,1.0,5.0,6.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,8.0,12.0,16.0,18.0,15.0,11.0,1.0,0.0,1.0,0.0,-1.0,-2.0,-4.0,-2.0,-1.0,1.0,1.0,1.0,4.0,7.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
27.0,39.0,57.0,67.0,99.0,69.0,56.0,37.0,19.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,5.0,8.0,9.0,11.0,12.0,11.0,8.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,1.0,23.0,35.0,28.0,24.0,18.0,8.0,0.0,-3.0,-5.0,-5.0,-5.0,-4.0,-2.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,2.0,5.0,7.0,9.0,10.0,6.0,-1.0,-1.0,-4.0,-3.0,-5.0,-5.0,-1.0,-2.0,-4.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.0,-4.0,-1.0,2.0,6.0,6.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-3.0,-5.0,-2.0,-3.0,-3.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,8.0,13.0,11.0,13.0,9.0,6.0,3.0,4.0,5.0,7.0,6.0,7.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,0.0,1.0,3.0,5.0,6.0,6.0,5.0,3.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-3.0,-1.0,-2.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
