client timestamp,button,state,x,y
0,NoButton,Move,640,280
17,NoButton,Move,640,257
37,NoButton,Move,640,237
56,NoButton,Move,640,216
74,NoButton,Move,640,196
93,NoButton,Move,640,176
111,NoButton,Move,640,155
129,NoButton,Move,640,135
148,NoButton,Move,640,115
166,NoButton,Move,640,95
184,NoButton,Move,640,75
204,NoButton,Move,640,54
223,NoButton,Move,640,33
240,NoButton,Move,640,26
243,LeftButton,Pressed,640,26
244,LeftButton,Released,640,26
7191,NoButton,Move,994,632
7193,LeftButton,Pressed,994,632
7196,LeftButton,Released,994,632
