client timestamp,button,state,x,y
0,NoButton,Move,1105,492
6,NoButton,Move,1100,489
12,NoButton,Move,1095,484
19,NoButton,Move,1090,480
26,NoButton,Move,1083,473
33,NoButton,Move,1075,465
40,NoButton,Move,1069,457
47,NoButton,Move,1061,448
59,NoButton,Move,1056,441
66,NoButton,Move,1050,433
73,NoButton,Move,1046,427
79,NoButton,Move,1042,421
87,NoButton,Move,1038,416
94,NoButton,Move,1035,411
100,NoButton,Move,1032,406
107,NoButton,Move,1030,402
115,NoButton,Move,1028,399
121,NoButton,Move,1027,396
128,NoButton,Move,1026,394
136,NoButton,Move,1025,391
142,NoButton,Move,1024,389
149,NoButton,Move,1023,387
157,NoButton,Move,1022,386
163,NoButton,Move,1022,384
170,NoButton,Move,1022,384
177,NoButton,Move,1022,382
183,NoButton,Move,1022,381
190,NoButton,Move,1021,378
198,NoButton,Move,1020,377
205,NoButton,Move,1020,376
212,NoButton,Move,1019,374
219,NoButton,Move,1019,372
225,NoButton,Move,1018,370
232,NoButton,Move,1018,368
240,NoButton,Move,1018,366
247,NoButton,Move,1017,364
253,NoButton,Move,1016,362
260,NoButton,Move,1016,358
268,NoButton,Move,1016,356
274,NoButton,Move,1016,354
281,NoButton,Move,1016,352
288,NoButton,Move,1015,350
295,NoButton,Move,1015,350
302,NoButton,Move,1014,347
309,NoButton,Move,1014,346
315,NoButton,Move,1014,346
323,NoButton,Move,1014,345
330,NoButton,Move,1014,344
344,NoButton,Move,1014,343
351,NoButton,Move,1014,342
369,NoButton,Move,1014,342
513,NoButton,Move,1014,342
559,NoButton,Move,1014,342
574,NoButton,Move,1014,343
578,NoButton,Move,1014,343
593,NoButton,Move,1014,344
599,NoButton,Move,1015,345
613,NoButton,Move,1016,346
620,NoButton,Move,1016,346
626,NoButton,Move,1016,347
633,NoButton,Move,1016,348
640,NoButton,Move,1016,350
646,NoButton,Move,1017,350
654,NoButton,Move,1018,352
661,NoButton,Move,1018,354
667,NoButton,Move,1019,354
674,NoButton,Move,1019,356
681,NoButton,Move,1020,358
687,NoButton,Move,1020,359
694,NoButton,Move,1020,361
701,NoButton,Move,1020,362
708,NoButton,Move,1020,362
714,NoButton,Move,1020,364
722,NoButton,Move,1020,365
728,NoButton,Move,1020,366
736,NoButton,Move,1020,366
742,NoButton,Move,1020,367
756,NoButton,Move,1020,368
763,NoButton,Move,1020,369
785,NoButton,Move,1020,370
798,NoButton,Move,1020,370
880,NoButton,Move,1020,370
886,NoButton,Move,1020,369
893,NoButton,Move,1020,366
900,NoButton,Move,1019,362
906,NoButton,Move,1018,358
913,NoButton,Move,1017,351
920,NoButton,Move,1016,346
927,NoButton,Move,1014,340
934,NoButton,Move,1014,335
941,NoButton,Move,1014,331
947,NoButton,Move,1013,327
955,NoButton,Move,1012,325
961,NoButton,Move,1012,322
968,NoButton,Move,1011,322
976,NoButton,Move,1011,320
982,NoButton,Move,1011,318
990,NoButton,Move,1010,318
996,NoButton,Move,1010,318
1003,NoButton,Move,1010,317
1011,NoButton,Move,1010,317
1024,NoButton,Move,1010,316
1038,NoButton,Move,1010,315
1066,NoButton,Move,1009,315
1255,LeftButton,Pressed,1009,315
1479,LeftButton,Released,1009,315
1774,NoButton,Move,1013,324
1781,NoButton,Move,1025,343
1788,NoButton,Move,1035,364
1795,NoButton,Move,1046,384
1802,NoButton,Move,1054,402
1810,NoButton,Move,1062,422
1816,NoButton,Move,1069,439
1822,NoButton,Move,1077,455
1830,NoButton,Move,1082,467
1836,NoButton,Move,1088,482
1843,NoButton,Move,1093,494
1851,NoButton,Move,1097,505
1857,NoButton,Move,1102,516
1864,NoButton,Move,1105,524
1872,NoButton,Move,1106,530
1879,NoButton,Move,1110,536
1885,NoButton,Move,1110,542
1892,NoButton,Move,1112,545
1900,NoButton,Move,1113,549
1906,NoButton,Move,1114,552
1913,NoButton,Move,1114,554
1920,NoButton,Move,1115,557
1927,NoButton,Move,1115,558
1934,NoButton,Move,1116,559
1941,NoButton,Move,1116,560
1948,NoButton,Move,1116,561
1962,NoButton,Move,1116,562
1968,NoButton,Move,1116,562
1989,NoButton,Move,1116,563
2004,NoButton,Move,1116,564
2025,NoButton,Move,1116,565
2240,NoButton,Move,1116,564
2253,NoButton,Move,1116,563
2287,NoButton,Move,1116,562
2300,NoButton,Move,1116,562
2334,NoButton,Move,1116,561
2348,NoButton,Move,1116,560
2362,NoButton,Move,1116,559
2834,LeftButton,Pressed,1116,559
3051,LeftButton,Released,1116,559
