client timestamp,button,state,x,y
0,NoButton,Move,968,559
19,NoButton,Move,941,531
40,NoButton,Move,911,499
61,NoButton,Move,879,464
80,NoButton,Move,853,437
98,NoButton,Move,828,410
117,NoButton,Move,801,381
136,NoButton,Move,774,352
155,NoButton,Move,749,325
174,NoButton,Move,722,296
193,NoButton,Move,695,267
212,NoButton,Move,666,237
231,NoButton,Move,640,209
498,LeftButton,Pressed,640,209
499,LeftButton,Released,640,209
10046,NoButton,Move,640,226
10064,NoButton,Move,640,245
10084,NoButton,Move,640,265
10104,NoButton,Move,640,284
10121,NoButton,Move,640,302
10140,NoButton,Move,640,320
10159,NoButton,Move,640,339
10178,NoButton,Move,640,357
10198,NoButton,Move,640,378
10216,NoButton,Move,640,396
10235,NoButton,Move,640,414
10252,NoButton,Move,640,433
10273,NoButton,Move,640,452
10291,NoButton,Move,640,457
10293,LeftButton,Pressed,640,457
10301,LeftButton,Released,640,457
38319,NoButton,Move,666,466
38339,NoButton,Move,696,477
38360,NoButton,Move,726,488
38377,NoButton,Move,753,498
38395,NoButton,Move,777,507
38414,NoButton,Move,804,517
38433,NoButton,Move,829,526
38452,NoButton,Move,858,537
38473,NoButton,Move,886,547
38491,NoButton,Move,913,557
38510,NoButton,Move,940,567
38530,NoButton,Move,967,577
38548,NoButton,Move,994,587
38551,LeftButton,Pressed,994,587
38553,LeftButton,Released,994,587
