client timestamp,button,state,x,y
37,NoButton,Move,370,254
3509,NoButton,Move,1276,802
3863,NoButton,Move,1276,801
3871,NoButton,Move,1277,801
3878,NoButton,Move,1280,798
3884,NoButton,Move,1289,796
3891,NoButton,Move,1297,794
3898,NoButton,Move,1312,791
3905,NoButton,Move,1328,789
3912,NoButton,Move,1347,787
3919,NoButton,Move,1368,784
3926,NoButton,Move,1395,782
3933,NoButton,Move,1427,779
3940,NoButton,Move,1469,775
3947,NoButton,Move,1518,771
3954,NoButton,Move,1572,769
3961,NoButton,Move,1632,769
3967,NoButton,Move,1689,769
3975,NoButton,Move,1763,769
3981,NoButton,Move,1813,769
3989,NoButton,Move,1877,769
3996,NoButton,Move,1928,769
4002,NoButton,Move,1968,769
4009,NoButton,Move,2008,769
4016,NoButton,Move,2043,769
4023,NoButton,Move,2070,769
4030,NoButton,Move,2092,769
4037,NoButton,Move,2109,769
4044,NoButton,Move,2122,766
4051,NoButton,Move,2133,762
4058,NoButton,Move,2142,759
4065,NoButton,Move,2148,756
4072,NoButton,Move,2156,752
4079,NoButton,Move,2165,747
4086,NoButton,Move,2174,743
4093,NoButton,Move,2184,738
4100,NoButton,Move,2194,733
4106,NoButton,Move,2202,727
4114,NoButton,Move,2208,723
4120,NoButton,Move,2216,717
4128,NoButton,Move,2225,711
4133,NoButton,Move,2232,707
4141,NoButton,Move,2241,700
4148,NoButton,Move,2248,695
4155,NoButton,Move,2253,690
4162,NoButton,Move,2256,685
4169,NoButton,Move,2259,681
4176,NoButton,Move,2260,676
4183,NoButton,Move,2262,675
4190,NoButton,Move,2262,672
4198,NoButton,Move,2262,671
4204,NoButton,Move,2262,670
4211,NoButton,Move,2262,668
4219,NoButton,Move,2262,667
4230,NoButton,Move,2262,666
4235,NoButton,Move,2263,666
4239,NoButton,Move,2263,665
4246,NoButton,Move,2264,664
4252,NoButton,Move,2266,664
4259,NoButton,Move,2269,662
4265,NoButton,Move,2270,660
4273,NoButton,Move,2274,658
4280,NoButton,Move,2278,656
4287,NoButton,Move,2280,655
4294,NoButton,Move,2283,652
4301,NoButton,Move,2285,649
4308,NoButton,Move,2287,648
4315,NoButton,Move,2288,646
4324,NoButton,Move,2288,645
4329,NoButton,Move,2288,643
4336,NoButton,Move,2289,643
4342,NoButton,Move,2289,642
4349,NoButton,Move,2289,641
4364,NoButton,Move,2289,640
4370,NoButton,Move,2291,640
4377,NoButton,Move,2291,639
4387,NoButton,Move,2291,638
4391,NoButton,Move,2292,638
4449,Left,Pressed,2292,638
4536,Left,Released,2292,638
4580,Left,Pressed,2292,638
4670,Left,Released,2292,638
4777,NoButton,Move,2291,638
4780,NoButton,Move,2290,638
4787,NoButton,Move,2286,638
4794,NoButton,Move,2282,638
4802,NoButton,Move,2271,639
4808,NoButton,Move,2260,639
4815,NoButton,Move,2252,639
4822,NoButton,Move,2238,639
4828,NoButton,Move,2216,639
4835,NoButton,Move,2195,639
4842,NoButton,Move,2174,641
4849,NoButton,Move,2150,641
4856,NoButton,Move,2127,643
4863,NoButton,Move,2095,648
4870,NoButton,Move,2066,654
4877,NoButton,Move,2035,662
4884,NoButton,Move,2001,671
4891,NoButton,Move,1960,683
4898,NoButton,Move,1918,697
4905,NoButton,Move,1868,715
4912,NoButton,Move,1812,732
4919,NoButton,Move,1759,749
4926,NoButton,Move,1713,766
4933,NoButton,Move,1674,779
4940,NoButton,Move,1642,796
4946,NoButton,Move,1625,807
4953,NoButton,Move,1614,815
4961,NoButton,Move,1605,823
4967,NoButton,Move,1603,828
4974,NoButton,Move,1602,833
4981,NoButton,Move,1604,836
4988,NoButton,Move,1607,839
4995,NoButton,Move,1610,842
5002,NoButton,Move,1614,847
5009,NoButton,Move,1618,855
5016,NoButton,Move,1623,860
5023,NoButton,Move,1629,866
5030,NoButton,Move,1635,876
5037,NoButton,Move,1640,882
5044,NoButton,Move,1645,888
5051,NoButton,Move,1649,893
5058,NoButton,Move,1650,894
5093,NoButton,Move,1651,894
5100,NoButton,Move,1652,893
5106,NoButton,Move,1655,892
5113,NoButton,Move,1660,890
5120,NoButton,Move,1669,890
5127,NoButton,Move,1683,897
5134,NoButton,Move,1701,906
5141,NoButton,Move,1726,919
5148,NoButton,Move,1756,939
5155,NoButton,Move,1787,963
5162,NoButton,Move,1814,983
5169,NoButton,Move,1851,1008
5176,NoButton,Move,1879,1029
5183,NoButton,Move,1906,1051
5190,NoButton,Move,1932,1070
5197,NoButton,Move,1954,1088
5204,NoButton,Move,1970,1104
5211,NoButton,Move,1980,1117
5218,NoButton,Move,1989,1130
5225,NoButton,Move,1996,1141
5232,NoButton,Move,2001,1148
5238,NoButton,Move,2005,1155
5246,NoButton,Move,2009,1164
5253,NoButton,Move,2013,1173
5260,NoButton,Move,2017,1180
5266,NoButton,Move,2020,1185
5273,NoButton,Move,2023,1191
5280,NoButton,Move,2025,1196
5287,NoButton,Move,2028,1200
5294,NoButton,Move,2029,1203
5301,NoButton,Move,2029,1204
5307,NoButton,Move,2029,1206
5315,NoButton,Move,2030,1206
5324,NoButton,Move,2030,1207
5330,NoButton,Move,2030,1208
5349,NoButton,Move,2031,1209
5386,NoButton,Move,2030,1209
5392,NoButton,Move,2029,1209
5398,NoButton,Move,2027,1209
5404,NoButton,Move,2024,1209
5412,NoButton,Move,2020,1209
